PID-377,1,1,41,22,1,7.373,267,249028,24,132,0.0097,0,60,41,22,300,1,1.000499964,-1.000689983,0.000152588,3.477646112,205.9347992,102.6312027,3.477646112,0.0097328,1.12974298,0.107060798,2.480712891,2.468933105
PID-378,1,1,41,23,2,7.437,267,249028,24,132,0.0097,0,60,41,23,300,2,1.000499964,-1.000689983,0.000152588,3.438493967,203.9091034,101.8583984,3.438493967,0.0099457,1.129284024,0.109402701,2.497406006,2.486603022
PID-379,1,1,40,23,3,7.449,267,249028,24,132,0.0097,0,60,40,23,300,3,1.000499964,-1.000689983,0.000152588,3.650862932,202.5431976,101.8216019,3.650862932,0.0088118,1.131461978,0.096929803,2.49359107,2.481903076
PID-380,1,1,37,22,0,7.341,267,249028,24,132,0.0097,0,60,37,22,300,0,1.000499964,-1.000689983,0.000152588,3.502579927,205.7664948,102.4624023,3.502579927,0.0099552,1.128844023,0.109507203,2.492371082,2.48281908
PID-381,1,1,38,22,1,7.434,267,249028,24,132,0.0097,0,60,38,22,300,1,1.000499964,-1.000689983,0.000152588,3.477678061,204.4152985,102.0736008,3.477678061,0.0104481,1.12489903,0.114929102,2.488281012,2.475342035
PID-382,1,1,38,23,2,7.495,267,249028,24,132,0.0097,0,60,38,23,300,2,1.000499964,-1.000689983,0.000152588,3.438946962,206.7770996,102.9276962,3.438946962,0.010584,1.124964952,0.116424002,2.478790045,2.469481945
PID-383,1,1,37,23,3,7.506,267,249028,24,132,0.0097,0,60,37,23,300,3,1.000499964,-1.000689983,0.000152588,3.65142107,208.0765991,103.3368988,3.65142107,0.0094778,1.128409982,0.104255803,2.481200933,2.470458984
PID-384,1,1,35,22,0,7.293,267,249028,24,132,0.0097,0,60,35,22,300,0,1.000499964,-1.000689983,0.000152588,3.503424883,208.7516022,103.3936005,3.503424883,0.0091003,1.127295971,0.100103296,2.49810791,2.488189936
PID-385,1,1,36,22,1,7.303,267,249028,24,132,0.0097,0,60,36,22,300,1,1.000499964,-1.000689983,0.000152588,3.477857113,207.4019012,103.0445023,3.477857113,0.0088614,1.129456997,0.097475402,2.49102807,2.48260498
PID-386,1,1,36,23,2,7.515,267,249028,24,132,0.0097,0,60,36,23,300,2,1.000499964,-1.000689983,0.000152588,3.439265966,208.1253967,103.1841965,3.439265966,0.0086288,1.132287979,0.094916798,2.498718023,2.488739014
PID-387,1,1,35,23,3,7.529,267,249028,24,132,0.0097,0,60,35,23,300,3,1.000499964,-1.000689983,0.000152588,3.651909113,207.9609985,103.2254028,3.651909113,0.0086788,1.132902026,0.0954668,2.489501953,2.479370117
PID-388,1,1,33,22,0,7.22,267,249028,24,132,0.0097,0,60,33,22,300,0,1.000499964,-1.000689983,0.000152588,3.502943039,209.2864075,103.4437027,3.502943039,0.0102141,1.125844955,0.112355098,2.485718012,2.471497059
PID-389,2,2,34,22,1,7.262,267,249028,24,132,0.0097,0,60,34,22,300,1,1.000499964,-1.000689983,0.000152588,3.478115082,206.6755066,102.8582993,3.478115082,0.0090309,1.125008941,0.099339902,2.487761974,2.475524902
PID-390,2,2,34,23,2,7.387,267,249028,24,132,0.0097,0,60,34,23,300,2,1.000499964,-1.000689983,0.000152588,3.439574957,210.5659027,104.0257034,3.439574957,0.0107925,1.123365045,0.118717499,2.501862049,2.492156982
PID-391,1,1,33,23,3,7.401,267,249028,24,132,0.0097,0,60,33,23,300,3,1.000499964,-1.000689983,0.000152588,3.652532101,209.4862976,103.6731033,3.652532101,0.0100638,1.126373053,0.110701799,2.499022961,2.490173101
PID-392,1,1,30,22,0,7.414,267,249028,24,132,0.0097,0,60,30,22,300,0,1.000499964,-1.000689983,0.000152588,3.502629042,205.2940979,102.3945999,3.502629042,0.0091967,1.129341006,0.1011637,2.495055914,2.488861084
PID-393,1,1,31,22,1,7.47,267,249028,24,132,0.0097,0,60,31,22,300,1,1.000499964,-1.000689983,0.000152588,3.477624893,205.9028015,102.7233963,3.477624893,0.0093057,1.124946952,0.1023627,2.483794928,2.47439599
PID-394,1,1,31,23,2,7.579,267,249028,24,132,0.0097,0,60,31,23,300,2,1.000499964,-1.000689983,0.000152588,3.438827038,205.6327972,102.444397,3.438827038,0.0099413,1.125524998,0.109354302,2.489777088,2.479033947
PID-395,1,1,30,23,3,7.609,267,249028,24,132,0.0097,0,60,30,23,300,3,1.000499964,-1.000689983,0.000152588,3.651958942,208.8992004,103.6300964,3.651958942,0.0086947,1.129745007,0.095641702,2.50012207,2.490722895
PID-396,1,1,28,22,0,7.362,267,249028,24,132,0.0097,0,60,28,22,300,0,1.000499964,-1.000689983,0.000152588,3.503031969,207.789093,103.0763016,3.503031969,0.009952,1.122753024,0.109471999,2.484558105,2.472503901
PID-397,1,1,29,22,1,7.495,267,249028,24,132,0.0097,0,60,29,22,300,1,1.000499964,-1.000689983,0.000152588,3.478306055,209.8917999,103.5675964,3.478306055,0.0104799,1.122095942,0.1152789,2.487549067,2.479248047
PID-398,1,1,29,23,2,7.517,267,249028,24,132,0.0097,0,60,29,23,300,2,1.000499964,-1.000689983,0.000152588,3.43908,208.2205048,103.2506027,3.43908,0.0088183,1.127787948,0.097001299,2.490264893,2.482391119
PID-399,1,1,28,23,3,7.527,267,249028,24,132,0.0097,0,60,28,23,300,3,1.000499964,-1.000689983,0.000152588,3.65181303,207.144104,103.1928024,3.65181303,0.0091074,1.12589705,0.100181401,2.493316889,2.483612061
PID-400,1,1,26,22,0,7.57,267,249028,24,132,0.0097,0,60,26,22,300,0,1.000499964,-1.000689983,0.000152588,3.502614975,204.6163025,102.1184998,3.502614975,0.0085628,1.131742954,0.094190799,2.478209972,2.463623047
PID-401,1,1,27,22,1,7.653,267,249028,24,132,0.0097,0,60,27,22,300,1,1.000499964,-1.000689983,0.000152588,3.477839947,206.2317963,102.6956024,3.477839947,0.0085681,1.131770968,0.094249099,2.496277094,2.48614502
PID-402,1,1,27,23,2,7.729,267,249028,24,132,0.0097,0,60,27,23,300,2,1.000499964,-1.000689983,0.000152588,3.439243078,207.6710968,103.0963974,3.439243078,0.008797,1.129122019,0.096767001,2.481445074,2.467987061
PID-403,1,1,26,23,3,7.743,267,249028,24,132,0.0097,0,60,26,23,300,3,1.000499964,-1.000689983,0.000152588,3.651581049,205.7559052,102.4778976,3.651581049,0.0085924,1.132608056,0.094516397,2.486968994,2.473357916
PID-404,1,1,23,22,0,7.61,267,249028,24,132,0.0097,0,60,23,22,300,0,1.000499964,-1.000689983,0.000152588,3.501560926,199.6210022,100.6248016,3.501560926,0.0088296,1.127375007,0.097125597,2.484649897,2.471771002
PID-405,1,1,24,22,1,7.703,267,249028,24,132,0.0097,0,60,24,22,300,1,1.000499964,-1.000689983,0.000152588,3.477298975,200.8878021,101.2284012,3.477298975,0.0088354,1.127033949,0.097189397,2.485625982,2.472290039
PID-406,1,1,24,23,2,7.786,267,249028,24,132,0.0097,0,60,24,23,300,2,1.000499964,-1.000689983,0.000152588,3.438502073,202.5426025,101.4947968,3.438502073,0.0091087,1.126029015,0.100195698,2.486664057,2.47717309
PID-407,1,1,23,23,3,7.797,267,249028,24,132,0.0097,0,60,23,23,300,3,1.000499964,-1.000689983,0.000152588,3.651124001,200.5597992,101.0291977,3.651124001,0.0106102,1.119349003,0.116712198,2.473999023,2.456939936
PID-408,1,1,21,22,0,7.574,267,249028,24,132,0.0097,0,60,21,22,300,0,1.000499964,-1.000689983,0.000152588,3.501523018,198.2521057,100.1973038,3.501523018,0.0086802,1.13072896,0.0954822,2.485779047,2.471343994
PID-409,1,1,22,22,1,7.613,267,249028,24,132,0.0097,0,60,22,22,300,1,1.000499964,-1.000689983,0.000152588,3.47697401,198.2794952,100.7297974,3.47697401,0.0085919,1.13270402,0.094510898,2.484070063,2.4659729
PID-410,2,2,22,23,2,7.805,267,249028,24,132,0.0097,0,60,22,23,300,2,1.000499964,-1.000689983,0.000152588,3.438447952,200.4010925,101.0048981,3.438447952,0.0088056,1.127995014,0.096861601,2.496124029,2.485443115
PID-411,1,1,21,23,3,7.817,267,249028,24,132,0.0097,0,60,21,23,300,3,1.000499964,-1.000689983,0.000152588,3.651223898,199.7024994,100.8210983,3.651223898,0.0097953,1.125182986,0.1077483,2.491821051,2.482451916
PID-412,1,1,19,22,0,7.492,267,249028,24,132,0.0097,0,60,19,22,300,0,1.000499964,-1.000689983,0.000152588,3.500585079,192.934906,98.31388092,3.500585079,0.0087796,1.131870031,0.096575603,2.498961926,2.490875006
PID-413,1,1,20,22,1,7.501,267,249028,24,132,0.0097,0,60,20,22,300,1,1.000499964,-1.000689983,0.000152588,3.476888895,196.0529938,99.85135651,3.476888895,0.0087107,1.126415968,0.0958177,2.486449957,2.475037098
PID-414,1,1,20,23,2,7.663,267,249028,24,132,0.0097,0,60,20,23,300,2,1.000499964,-1.000689983,0.000152588,3.437629938,195.737793,99.58307648,3.437629938,0.0096444,1.127778053,0.1060884,2.495300055,2.484100103
PID-415,1,1,19,23,3,7.77,267,249028,24,132,0.0097,0,60,19,23,300,3,1.000499964,-1.000689983,0.000152588,3.650141954,192.9792938,99.02184296,3.650141954,0.0103628,1.122634053,0.113990799,2.480376959,2.467133045
PID-416,1,1,16,22,0,7.543,267,249028,24,132,0.0097,0,60,16,22,300,0,1.000499964,-1.000689983,0.000152588,3.499474049,184.1401978,96.11726379,3.499474049,0.0087652,1.128528953,0.096417204,2.497680902,2.489319086
PID-417,1,1,17,22,1,7.623,267,249028,24,132,0.0097,0,60,17,22,300,1,1.000499964,-1.000689983,0.000152588,3.475532055,187.6652985,97.22193909,3.475532055,0.0086984,1.129583955,0.095682397,2.483031988,2.47042799
PID-418,1,1,17,23,2,7.698,267,249028,24,132,0.0097,0,60,17,23,300,2,1.000499964,-1.000689983,0.000152588,3.436271906,187.0919037,96.84348297,3.436271906,0.0086545,1.13142705,0.095199503,2.490844965,2.480225086
PID-419,1,1,16,23,3,7.711,267,249028,24,132,0.0097,0,60,16,23,300,3,1.000499964,-1.000689983,0.000152588,3.648811102,186.572998,97.00405884,3.648811102,0.0096081,1.123623967,0.105689101,2.491852045,2.477233887
PID-420,1,1,14,22,0,7.444,267,249028,24,132,0.0097,0,60,14,22,300,0,1.000499964,-1.000689983,0.000152588,3.499275923,182.9922943,95.63864899,3.499275923,0.0087789,1.12798202,0.096567899,2.483154058,2.469696045
PID-421,1,1,15,22,1,7.521,267,249028,24,132,0.0097,0,60,15,22,300,1,1.000499964,-1.000689983,0.000152588,3.475040913,183.7957001,95.99315643,3.475040913,0.0086474,1.126111031,0.095121399,2.490173101,2.479461908
PID-422,1,1,15,23,2,7.652,267,249028,24,132,0.0097,0,60,15,23,300,2,1.000499964,-1.000689983,0.000152588,3.436116934,184.4277039,96.20111847,3.436116934,0.0086285,1.128520012,0.094913498,2.487457037,2.473449945
PID-423,1,1,14,23,3,7.732,267,249028,24,132,0.0097,0,60,14,23,300,3,1.000499964,-1.000689983,0.000152588,3.648576975,185.1405029,96.34673309,3.648576975,0.0087376,1.126160979,0.0961136,2.486419916,2.471069098
PID-424,1,1,12,22,0,7.322,267,249028,24,132,0.0097,0,60,12,22,300,0,1.000499964,-1.000689983,0.000152588,3.498593092,181.3110962,95.02345276,3.498593092,0.0086414,1.129356027,0.095055401,2.485016108,2.472503901
PID-425,1,1,13,22,1,7.364,267,249028,24,132,0.0097,0,60,13,22,300,1,1.000499964,-1.000689983,0.000152588,3.475205898,185.0402985,96.29625702,3.475205898,0.008498,1.132315993,0.093478002,2.481812,2.465424061
PID-426,1,1,13,23,2,7.485,267,249028,24,132,0.0097,0,60,13,23,300,2,1.000499964,-1.000689983,0.000152588,3.43581295,184.8029938,96.20133209,3.43581295,0.0086586,1.131701946,0.095244601,2.492125988,2.481719971
PID-427,1,1,12,23,3,7.496,267,249028,24,132,0.0097,0,60,12,23,300,3,1.000499964,-1.000689983,0.000152588,3.649049044,185.3811951,96.54395294,3.649049044,0.0087526,1.13083899,0.0962786,2.489624023,2.47683692
PID-428,1,1,12,24,0,5.933,267,249028,24,132,0.0097,0,60,12,24,300,0,1.000499964,-1.000689983,0.000152588,3.499958992,185.8031006,96.31005096,3.499958992,0.0085719,1.133298039,0.094290897,2.481476068,2.46774292
PID-429,1,1,13,24,1,5.936,267,249028,24,132,0.0097,0,60,13,24,300,1,1.000499964,-1.000689983,0.000152588,3.475399017,186.2565002,96.62869263,3.475399017,0.0096164,1.123828053,0.1057804,2.496428967,2.486206055
PID-430,1,1,13,25,2,6.034,267,249028,24,132,0.0097,0,60,13,25,300,2,1.000499964,-1.000689983,0.000152588,3.435233116,185.1345062,96.24385834,3.435233116,0.0086574,1.130087972,0.095231399,2.485901117,2.473175049
PID-431,1,1,14,24,0,7.327,267,249028,24,132,0.0097,0,60,14,24,300,0,1.000499964,-1.000689983,0.000152588,3.499502897,185.2032928,96.31430817,3.499502897,0.0086851,1.136109948,0.095536098,2.486206055,2.473845959
PID-432,1,1,15,24,1,7.457,267,249028,24,132,0.0097,0,60,15,24,300,1,1.000499964,-1.000689983,0.000152588,3.475756884,186.2192993,96.71581268,3.475756884,0.0087085,1.12915802,0.095793501,2.485656977,2.471282959
PID-433,1,1,15,25,2,7.492,267,249028,24,132,0.0097,0,60,15,25,300,2,1.000499964,-1.000689983,0.000152588,3.436391115,186.946701,96.8554306,3.436391115,0.008676,1.127267957,0.095435999,2.500335932,2.490294933
PID-434,1,1,14,25,3,7.502,267,249028,24,132,0.0097,0,60,14,25,300,3,1.000499964,-1.000689983,0.000152588,3.649260044,187.5592041,97.05544281,3.649260044,0.008712,1.126765013,0.095831998,2.481627941,2.469115973
PID-435,1,1,16,24,0,7.279,267,249028,24,132,0.0097,0,60,16,24,300,0,1.000499964,-1.000689983,0.000152588,3.500317097,187.5307007,96.93271637,3.500317097,0.0106374,1.117321014,0.117011398,2.482451916,2.469269037
PID-436,1,1,17,24,1,7.412,267,249028,24,132,0.0097,0,60,17,24,300,1,1.000499964,-1.000689983,0.000152588,3.475683928,187.6311035,97.13871765,3.475683928,0.0086858,1.130810022,0.095543802,2.499480963,2.491547108
PID-437,1,1,17,25,2,7.434,267,249028,24,132,0.0097,0,60,17,25,300,2,1.000499964,-1.000689983,0.000152588,3.436819077,189.3842926,97.49725342,3.436819077,0.0087162,1.127092957,0.095878199,2.489593983,2.479094982
PID-438,1,1,16,25,3,7.447,267,249028,24,132,0.0097,0,60,16,25,300,3,1.000499964,-1.000689983,0.000152588,3.649274111,187.897995,97.30042267,3.649274111,0.0086226,1.13281405,0.094848603,2.483612061,2.475433111
PID-439,1,1,19,24,0,5.853,267,249028,24,132,0.0097,0,60,19,24,300,0,1.000499964,-1.000689983,0.000152588,3.500813961,193.5084076,98.82084656,3.500813961,0.0086779,1.129765987,0.095456898,2.486237049,2.472778082
PID-440,1,1,20,24,1,5.932,267,249028,24,132,0.0097,0,60,20,24,300,1,1.000499964,-1.000689983,0.000152588,3.477199078,196.9048004,99.97010803,3.477199078,0.0086768,1.126512051,0.095444798,2.485413074,2.470612049
PID-441,1,1,20,25,2,5.956,267,249028,24,132,0.0097,0,60,20,25,300,2,1.000499964,-1.000689983,0.000152588,3.437149048,197.521698,100.0240021,3.437149048,0.0104478,1.119359016,0.114925802,2.482635021,2.470244884
PID-442,1,1,21,24,0,7.599,267,249028,24,132,0.0097,0,60,21,24,300,0,1.000462055,-1.000728965,0.000114441,3.502423048,200.5007019,101.0969009,3.502423048,0.0085481,1.131400943,0.094029099,2.485625982,2.472351074
PID-443,1,1,22,24,1,7.688,267,249028,24,132,0.0097,0,60,22,24,300,1,1.000462055,-1.000728965,0.000114441,3.477505922,199.8834991,100.9347992,3.477505922,0.0085097,1.131901026,0.093606703,2.485352039,2.468200922
PID-444,1,1,22,25,2,7.76,267,249028,24,132,0.0097,0,60,22,25,300,2,1.000462055,-1.000728965,0.000114441,3.439331055,202.9156036,101.832901,3.439331055,0.0091917,1.123029947,0.1011087,2.497649908,2.489166021
PID-445,1,1,21,25,3,7.772,267,249028,24,132,0.0097,0,60,21,25,300,3,1.000462055,-1.000728965,0.000114441,3.650685072,201.1896973,101.1541977,3.650685072,0.0086154,1.130573034,0.094769403,2.476593018,2.462646008
PID-446,1,1,23,24,0,7.375,267,249028,24,132,0.0097,0,60,23,24,300,0,1.000462055,-1.000728965,0.000114441,3.501729012,198.0675964,99.98840332,3.501729012,0.008636,1.133149981,0.094995998,2.494843006,2.48547411
PID-447,1,1,24,24,1,7.442,267,249028,24,132,0.0097,0,60,24,24,300,1,1.000462055,-1.000728965,0.000114441,3.47725606,198.8836975,100.5418015,3.47725606,0.0087254,1.129405022,0.0959794,2.495728016,2.488464117
PID-448,1,1,24,25,2,7.538,267,249028,24,132,0.0097,0,60,24,25,300,2,1.000462055,-1.000728965,0.000114441,3.438604116,201.8549957,101.4355011,3.438604116,0.0085427,1.128656983,0.093969703,2.492553949,2.482024908
PID-449,1,1,23,25,3,7.553,267,249028,24,132,0.0097,0,60,23,25,300,3,1.000462055,-1.000728965,0.000114441,3.65102005,200.219101,100.9248962,3.65102005,0.0100819,1.124946952,0.110900901,2.492156982,2.481415033
PID-450,1,1,26,24,0,5.898,267,249028,24,132,0.0097,0,60,26,24,300,0,1.000462055,-1.000728965,0.000114441,3.502615929,205.3751984,102.1695023,3.502615929,0.0085966,1.132168055,0.094562598,2.488037109,2.474976063
PID-451,1,1,27,24,1,5.967,267,249028,24,132,0.0097,0,60,27,24,300,1,1.000462055,-1.000728965,0.000114441,3.478662968,205.2353058,102.4157028,3.478662968,0.0086151,1.132128,0.094766103,2.485106945,2.470093012
PID-452,1,1,27,25,2,5.994,267,249028,24,132,0.0097,0,60,27,25,300,2,1.000462055,-1.000728965,0.000114441,3.438401937,205.0110016,102.3347015,3.438401937,0.010288,1.119706988,0.113168001,2.495421886,2.484070063
PID-453,1,1,28,24,0,8.322,268,249028,24,132,0.0097,0,60,28,24,300,0,1.000462055,-1.000728965,0.000114441,3.503545046,208.2574005,103.0811996,3.503545046,0.0087873,1.127660036,0.096660301,2.488524914,2.475739002
PID-454,1,1,29,24,1,8.45,268,249028,24,132,0.0097,0,60,29,24,300,1,1.000462055,-1.000728965,0.000114441,3.478502989,207.9022064,103.2415009,3.478502989,0.0086272,1.132701039,0.0948992,2.481719971,2.469909906
PID-455,1,1,29,25,2,8.479,268,249028,24,132,0.0097,0,60,29,25,300,2,1.000462055,-1.000728965,0.000114441,3.440037012,210.0686035,103.8181992,3.440037012,0.0087834,1.129232049,0.096617401,2.482940912,2.471832037
PID-456,1,1,28,25,3,8.489,268,249028,24,132,0.0097,0,60,28,25,300,3,1.000462055,-1.000728965,0.000114441,3.65149498,208.8995056,103.4988022,3.65149498,0.0086104,1.132282972,0.094714403,2.485321045,2.467772961
PID-457,1,1,30,24,0,7.354,267,249028,24,132,0.0097,0,60,30,24,300,0,1.000462055,-1.000728965,0.000114441,3.503334999,207.2120972,102.7975006,3.503334999,0.0086555,1.130859971,0.0952105,2.486694098,2.477112055
PID-458,1,1,31,24,1,7.441,267,249028,24,132,0.0097,0,60,31,24,300,1,1.000462055,-1.000728965,0.000114441,3.478641987,208.3576965,103.1517029,3.478641987,0.0086385,1.131783962,0.095023498,2.475769043,2.46145606
PID-459,1,1,31,25,2,7.541,267,249028,24,132,0.0097,0,60,31,25,300,2,1.000462055,-1.000728965,0.000114441,3.439110994,206.1360931,102.4573975,3.439110994,0.0102455,1.127897978,0.1127005,2.488555908,2.479522943
PID-460,1,1,30,25,3,7.563,267,249028,24,132,0.0097,0,60,30,25,300,3,1.000462055,-1.000728965,0.000114441,3.651587963,208.9654999,103.5709991,3.651587963,0.0087043,1.129631996,0.095747299,2.49911499,2.489593983
PID-461,1,1,33,24,0,5.999,267,249028,24,132,0.0097,0,60,33,24,300,0,1.000462055,-1.000728965,0.000114441,3.503458977,208.6273956,103.012001,3.503458977,0.0087065,1.134910941,0.095771499,2.485718012,2.476867914
PID-462,2,2,34,24,1,6.047,267,249028,24,132,0.0097,0,60,34,24,300,1,1.000462055,-1.000728965,0.000114441,3.4794209,211.2393951,104.2748032,3.4794209,0.0103909,1.122971058,0.114299901,2.489348888,2.479857922
PID-463,2,2,34,25,2,6.098,267,249028,24,132,0.0097,0,60,34,25,300,2,1.000462055,-1.000728965,0.000114441,3.43948698,211.0899048,104.1025009,3.43948698,0.0088255,1.128538013,0.097080499,2.492310047,2.481781006
PID-464,1,1,35,24,0,7.217,267,249028,24,132,0.0097,0,60,35,24,300,0,1.000462055,-1.000728965,0.000114441,3.504225969,213.6560974,104.8365021,3.504225969,0.0089218,1.130151033,0.0981398,2.488373041,2.475769043
PID-465,1,1,36,24,1,7.307,267,249028,24,132,0.0097,0,60,36,24,300,1,1.000462055,-1.000728965,0.000114441,3.479090929,210.759903,103.9662018,3.479090929,0.0091009,1.127596021,0.100109898,2.475677013,2.459747076
PID-466,1,1,36,25,2,7.388,267,249028,24,132,0.0097,0,60,36,25,300,2,1.000462055,-1.000728965,0.000114441,3.440327883,212.4832001,104.4039993,3.440327883,0.0086081,1.131160975,0.094689101,2.487061024,2.472382069
PID-467,1,1,35,25,3,7.396,267,249028,24,132,0.0097,0,60,35,25,300,3,1.000462055,-1.000728965,0.000114441,3.652164936,211.3807983,104.3240967,3.652164936,0.009356,1.125586987,0.102916002,2.485534906,2.468688965
PID-468,1,1,37,24,0,7.27,267,249028,24,132,0.0097,0,60,37,24,300,0,1.000462055,-1.000728965,0.000114441,3.503418922,207.4911041,102.7478027,3.503418922,0.010911,1.120674014,0.120021001,2.484344006,2.472991943
PID-469,1,1,38,24,1,7.311,267,249028,24,132,0.0097,0,60,38,24,300,1,1.000462055,-1.000728965,0.000114441,3.478652,205.5737,102.8047028,3.478652,0.0108055,1.124091983,0.118860498,2.504699945,2.496337891
PID-470,1,1,38,25,2,7.44,267,249028,24,132,0.0097,0,60,38,25,300,2,1.000462055,-1.000728965,0.000114441,3.43930006,207.0366974,102.8579025,3.43930006,0.0107929,1.12153101,0.118721902,2.491118908,2.481384039
PID-471,1,1,37,25,3,7.453,267,249028,24,132,0.0097,0,60,37,25,300,3,1.000462055,-1.000728965,0.000114441,3.651693106,210.2458038,104.1352005,3.651693106,0.0088607,1.130857944,0.097467698,2.497070074,2.485779047
PID-472,1,1,40,24,0,5.921,267,249028,24,132,0.0097,0,60,40,24,300,0,1.000462055,-1.000728965,0.000114441,3.502769947,203.6383972,101.8106995,3.502769947,0.0100679,1.129874945,0.110746898,2.495940924,2.484985113
PID-473,1,1,41,24,1,6.003,267,249028,24,132,0.0097,0,60,41,24,300,1,1.000462055,-1.000728965,0.000114441,3.478678942,206.1394958,102.6239014,3.478678942,0.0085763,1.133026958,0.094339304,2.481079102,2.467345953
PID-474,1,1,41,25,2,6.018,267,249028,24,132,0.0097,0,60,41,25,300,2,1.000462055,-1.000728965,0.000114441,3.439157009,207.5294037,103.0936966,3.439157009,0.0087783,1.12904501,0.096561298,2.485718012,2.476470947
PID-475,1,1,42,24,0,7.227,267,249028,24,132,0.0097,0,60,42,24,300,0,1.000462055,-1.000728965,0.000114441,3.503624916,208.0081024,103.2160034,3.503624916,0.0088599,1.127531052,0.097458899,2.495116949,2.485016108
PID-476,1,1,43,24,1,7.318,267,249028,24,132,0.0097,0,60,43,24,300,1,1.000462055,-1.000728965,0.000114441,3.478987932,206.303894,102.8289032,3.478987932,0.0087083,1.133116007,0.095791303,2.490264893,2.480164051
PID-477,1,1,43,25,2,7.393,267,249028,24,132,0.0097,0,60,43,25,300,2,1.000462055,-1.000728965,0.000114441,3.440005064,210.2451935,103.8632965,3.440005064,0.011199,1.119637012,0.123189002,2.498168945,2.491179943
PID-478,1,1,42,25,3,7.407,267,249028,24,132,0.0097,0,60,42,25,300,3,1.000462055,-1.000728965,0.000114441,3.65197897,211.1031952,104.1853027,3.65197897,0.0090867,1.127987981,0.099953704,2.491607904,2.482940912
PID-479,1,1,44,24,0,7.446,267,249028,24,132,0.0097,0,60,44,24,300,0,1.000462055,-1.000728965,0.000114441,3.503334045,203.558197,101.8050003,3.503334045,0.0113017,1.119215012,0.124318697,2.493225098,2.485106945
PID-480,1,1,45,24,1,7.483,267,249028,24,132,0.0097,0,60,45,24,300,1,1.000462055,-1.000728965,0.000114441,3.478665113,204.2548981,102.013298,3.478665113,0.0119538,1.112635016,0.131491795,2.490478992,2.482909918
PID-481,1,1,45,25,2,7.641,267,249028,24,132,0.0097,0,60,45,25,300,2,1.000462055,-1.000728965,0.000114441,3.439548016,204.9761963,102.1163025,3.439548016,0.0111832,1.121500015,0.123015203,2.502686024,2.495055914
PID-482,1,1,44,25,3,7.741,267,249028,24,132,0.0097,0,60,44,25,300,3,1.000462055,-1.000728965,0.000114441,3.650768042,204.8173065,102.2615967,3.650768042,0.0099282,1.128890991,0.109210201,2.497437,2.490601063
PID-483,1,1,47,24,0,5.932,267,249028,24,132,0.0097,0,60,47,24,300,0,1.000462055,-1.000728965,0.000114441,3.503335953,205.9127045,102.3343964,3.503335953,0.0113814,1.119804025,0.125195399,2.495758057,2.488281012
PID-484,1,1,48,24,1,5.957,267,249028,24,132,0.0097,0,60,48,24,300,1,1.000462055,-1.000728965,0.000114441,3.478698015,203.2772064,101.8759003,3.478698015,0.0112152,1.118366957,0.123367198,2.496367931,2.487334967
PID-485,1,1,48,25,2,6.06,267,249028,24,132,0.0097,0,60,48,25,300,2,1.000462055,-1.000728965,0.000114441,3.439430952,205.6076965,102.7033997,3.439430952,0.010819,1.124086976,0.119009003,2.49279809,2.481537104
PID-486,1,1,49,24,0,7.37,267,249028,24,132,0.0097,0,60,49,24,300,0,1.000462055,-1.000728965,0.000114441,3.503098965,204.2093964,102.3044968,3.503098965,0.0111171,1.122051954,0.1222881,2.49435401,2.486633062
PID-487,1,1,50,24,1,7.376,267,249028,24,132,0.0097,0,60,50,24,300,1,1.000462055,-1.000728965,0.000114441,3.478619099,203.6036987,101.9511032,3.478619099,0.0111719,1.119799972,0.122890897,2.486510992,2.474242926
PID-488,1,1,50,25,2,7.609,267,249028,24,132,0.0097,0,60,50,25,300,2,1.000462055,-1.000728965,0.000114441,3.439512014,204.9100037,102.4011002,3.439512014,0.0108066,1.122686982,0.118872598,2.4906919,2.483093023
PID-489,1,1,49,25,3,7.666,267,249028,24,132,0.0097,0,60,49,25,300,3,1.000462055,-1.000728965,0.000114441,3.651251078,206.8130035,103.0960007,3.651251078,0.0106776,1.123664021,0.117453597,2.488922119,2.475615978
PID-490,1,1,51,24,0,7.573,267,249028,24,132,0.0097,0,60,51,24,300,0,1.000462055,-1.000728965,0.000114441,3.50205493,200.1936035,100.6940994,3.50205493,0.0086603,1.131800056,0.095263302,2.488646984,2.475922108
PID-491,1,1,52,24,1,7.687,267,249028,24,132,0.0097,0,60,52,24,300,1,1.000462055,-1.000728965,0.000114441,3.478055954,198.3016968,100.5087967,3.478055954,0.0103343,1.131961942,0.113677301,2.50012207,2.489531994
PID-492,1,1,52,25,2,7.735,267,249028,24,132,0.0097,0,60,52,25,300,2,1.000462055,-1.000728965,0.000114441,3.438687086,199.509201,100.6623993,3.438687086,0.0116794,1.113976955,0.128473401,2.496825933,2.48526001
PID-493,1,1,51,25,3,7.815,267,249028,24,132,0.0097,0,60,51,25,300,3,1.000462055,-1.000728965,0.000114441,3.650599957,203.614502,102.0151978,3.650599957,0.0110056,1.122648001,0.121061601,2.497955084,2.488922119
PID-494,1,1,53,25,0,3.687,267,249028,24,132,0.0097,0,60,53,25,300,0,1.000462055,-1.000728965,0.000114441,3.502898932,202.8338013,101.3534012,3.502898932,0.0126562,1.104789972,0.139218196,2.496825933,2.490540028
