GROUP,,,,,,,,,,,,,,"[u'580:X_Voq(0mT)', u'4325:NB_Uout@0mT']"
DISTANCE,,,,,,,,,,,,,,near

RULE,MVBIN,SBIN,HBIN,Parameter, SBIN,HBIN,DIE_X,DIE_Y,SITE,TIME,TOTAL_TESTS,LOT_ID,WAFER_ID,1:rule5,1:rule5_zscore
PID-122,0,1,1,PID-122,1,1,34,14,1,7.282,267,249028,24,2.38392083061,1.56899292667
PID-1220,0,1,1,PID-1220,1,1,29,43,3,7.326,267,249028,24,1.85621287038,0.92181983954
PID-1221,0,1,1,PID-1221,1,1,27,42,0,7.209,267,249028,24,1.82758957775,0.884926886323
PID-1222,0,1,1,PID-1222,1,1,28,42,1,7.341,267,249028,24,0.566898604097,-1.04292983183
PID-1223,0,1,1,PID-1223,1,1,28,43,2,7.363,267,249028,24,0.109689806174,-2.51028220415
PID-1224,0,1,1,PID-1224,1,1,27,43,3,7.372,267,249028,24,0.630356046376,-0.913400095145
PID-1225,0,1,1,PID-1225,1,1,26,43,2,4.755,267,249028,24,0.690509131225,-0.798187803818
PID-1226,0,1,1,PID-1226,1,1,25,43,3,4.753,267,249028,24,1.61645711766,0.611188143957
PID-1227,0,1,1,PID-1227,1,1,25,41,0,7.249,267,249028,24,1.73830746762,0.770656565861
PID-1228,0,1,1,PID-1228,1,1,26,41,1,7.298,267,249028,24,1.79748819373,0.84658936783
PID-1229,0,1,1,PID-1229,1,1,26,42,2,7.405,267,249028,24,1.71393980945,0.738257470288
PID-123,0,1,1,PID-123,1,1,34,15,2,7.379,267,249028,24,1.41807480825,0.344078908189
PID-1230,0,1,1,PID-1230,1,1,25,42,3,7.413,267,249028,24,1.71849068842,0.744748308368
PID-1231,0,1,1,PID-1231,1,1,24,42,1,5.838,267,249028,24,1.02123656069,-0.235756341052
PID-1232,0,1,1,PID-1232,1,1,24,43,2,5.908,267,249028,24,0.659960585925,-0.857031575648
PID-1233,0,1,1,PID-1233,1,1,23,43,3,5.931,267,249028,24,0.513105910491,-1.15646804169
PID-1234,0,1,1,PID-1234,1,1,21,42,0,7.45,267,249028,24,3.01872238624,2.30828668203
PID-1235,0,1,1,PID-1235,1,1,22,42,1,7.558,267,249028,24,2.13513850377,1.26935838548
PID-1236,0,1,1,PID-1236,1,1,22,43,2,7.602,267,249028,24,1.81089943996,0.863224203387
PID-1237,0,1,1,PID-1237,1,1,21,43,3,7.61,267,249028,24,2.30498679631,1.47435815756
PID-1238,0,1,1,PID-1238,1,1,20,42,1,5.88,267,249028,24,2.53447208959,1.74800941474
PID-1239,0,1,1,PID-1239,1,1,20,43,2,5.947,267,249028,24,0.836187277247,-0.537351654844
PID-124,0,1,1,PID-124,1,1,33,15,3,7.391,267,249028,24,1.61784477432,0.612509748752
PID-1240,0,1,1,PID-1240,1,1,19,43,3,5.976,267,249028,24,1.41459359645,0.338560549962
PID-1241,0,1,1,PID-1241,1,1,17,42,0,5.871,267,249028,24,0.45480372038,-1.29109569616
PID-1242,0,1,1,PID-1242,1,1,18,43,2,5.937,267,249028,24,1.2912495019,0.166112581323
PID-1243,0,1,1,PID-1243,1,1,17,43,3,5.963,267,249028,24,0.687326113411,-0.803822037151
PID-1244,0,1,1,PID-1244,1,1,18,41,0,8.276,268,249028,24,0.855323324524,-0.50507704739
PID-1245,0,1,1,PID-1245,1,1,19,41,1,8.31,268,249028,24,0.890045942505,-0.446478086084
PID-1246,0,1,1,PID-1246,1,1,19,42,2,8.431,268,249028,24,1.13702538325,-0.0585406558172
PID-1247,0,1,1,PID-1247,1,1,18,42,3,8.44,268,249028,24,1.63839242853,0.640205783262
PID-1248,0,1,1,PID-1248,1,1,15,42,0,7.173,267,249028,24,0.902049835199,-0.426629535316
PID-1249,0,1,1,PID-1249,1,1,16,42,1,7.284,267,249028,24,0.765365939739,-0.661144569891
PID-125,0,1,1,PID-125,1,1,30,14,0,7.31,267,249028,24,1.89182592437,0.966135380259
PID-1250,0,1,1,PID-1250,1,1,16,43,2,7.325,267,249028,24,0.673262513946,-0.830283755396
PID-1251,0,1,1,PID-1251,1,1,15,43,3,7.334,267,249028,24,2.03704979996,1.14869732141
PID-1252,0,1,1,PID-1252,1,1,13,42,0,7.32,267,249028,24,0.633368052445,-0.907506245355
PID-1253,0,1,1,PID-1253,1,1,14,42,1,7.403,267,249028,24,1.23527198515,0.0856550833817
PID-1254,0,1,1,PID-1254,1,1,14,43,2,7.473,267,249028,24,1.55490458304,0.528742934006
PID-1255,0,1,1,PID-1255,1,1,13,43,3,7.482,267,249028,24,0.798697435915,-0.602952409307
PID-1256,0,1,1,PID-1256,1,1,12,43,2,4.866,267,249028,24,0.660785559901,-0.855111279664
PID-1257,0,1,1,PID-1257,1,1,11,43,3,4.864,267,249028,24,1.59333812195,0.580720983127
PID-1258,0,1,1,PID-1258,1,1,11,41,0,7.22,267,249028,24,1.69236613012,0.710934643525
PID-1259,0,1,1,PID-1259,1,1,12,41,1,7.225,267,249028,24,1.13637987103,-0.0600363282065
PID-126,0,1,1,PID-126,1,1,31,14,1,7.402,267,249028,24,2.24679738678,1.40441272763
PID-1260,0,1,1,PID-1260,1,1,12,42,2,7.376,267,249028,24,0.29173445085,-1.73088617799
PID-1261,0,1,1,PID-1261,1,1,11,42,3,7.387,267,249028,24,1.15519926956,-0.0317063564283
PID-1262,0,1,1,PID-1262,1,1,11,44,0,7.169,267,249028,24,0.299589633368,-1.70601634549
PID-1263,0,1,1,PID-1263,1,1,12,44,1,7.282,267,249028,24,0.702978114593,-0.775774974094
PID-1264,0,1,1,PID-1264,1,1,12,45,2,7.322,267,249028,24,0.890804731991,-0.446478086084
PID-1265,0,1,1,PID-1265,1,1,11,45,3,7.331,267,249028,24,0.912209927707,-0.410179753965
PID-1266,0,1,1,PID-1266,1,1,13,44,0,7.165,267,249028,24,1.47564001196,0.422154938122
PID-1267,0,1,1,PID-1267,1,1,14,44,1,7.193,267,249028,24,1.092332431,-0.126373718828
PID-1268,0,1,1,PID-1268,1,1,14,45,2,7.317,267,249028,24,0.316259681115,-1.65459713371
PID-1269,0,1,1,PID-1269,1,1,13,45,3,7.325,267,249028,24,0.253708067448,-1.85576879101
PID-127,0,1,1,PID-127,1,1,31,15,2,7.468,267,249028,24,1.25312623138,0.111660590678
PID-1270,0,1,1,PID-1270,1,1,15,44,0,7.173,267,249028,24,2.07899133208,1.19934983934
PID-1271,0,1,1,PID-1271,1,1,16,44,1,7.281,267,249028,24,0.468369579123,-1.25826262941
PID-1272,0,1,1,PID-1272,1,1,16,45,2,7.325,267,249028,24,1.4671918429,0.411258519045
PID-1273,0,1,1,PID-1273,1,1,15,45,3,7.333,267,249028,24,2.17883133814,1.32187048242
PID-1274,0,1,1,PID-1274,1,1,17,44,0,7.235,267,249028,24,1.52118095528,0.484437305017
PID-1275,0,1,1,PID-1275,1,1,18,44,1,7.252,267,249028,24,0.142122467944,-2.31992721647
PID-1276,0,1,1,PID-1276,1,1,18,45,2,7.388,267,249028,24,0.307048558378,-1.68158491229
PID-1277,0,1,1,PID-1277,1,1,17,45,3,7.397,267,249028,24,0.695252674008,-0.788825173352
PID-1278,0,1,1,PID-1278,1,1,19,44,0,7.31,267,249028,24,1.16160970243,-0.0227980225736
PID-1279,0,1,1,PID-1279,1,1,20,44,1,7.424,267,249028,24,1.08678782819,-0.135502194912
PID-128,0,1,1,PID-128,1,1,30,15,3,7.48,267,249028,24,0.637768747105,-0.899670758532
PID-1280,0,1,1,PID-1280,1,1,20,45,2,7.463,267,249028,24,0.372189254862,-1.4969738276
PID-1281,0,1,1,PID-1281,1,1,19,45,3,7.472,267,249028,24,1.38886282204,0.302560092887
PID-1282,0,1,1,PID-1282,1,1,21,44,0,7.121,267,249028,24,1.02707689649,-0.22639324109
PID-1283,0,1,1,PID-1283,1,1,22,44,1,7.164,267,249028,24,1.55983607638,0.535429590181
PID-1284,0,1,1,PID-1284,1,1,22,45,2,7.273,267,249028,24,1.67088504457,0.68220238003
PID-1285,0,1,1,PID-1285,1,1,21,45,3,7.282,267,249028,24,0.98065108484,-0.30037215332
PID-1286,0,1,1,PID-1286,1,1,23,44,0,7.18,267,249028,24,1.58597127125,0.570091705731
PID-1287,0,1,1,PID-1287,1,1,24,44,1,7.282,267,249028,24,0.866728621859,-0.48654362324
PID-1288,0,1,1,PID-1288,1,1,24,45,2,7.337,267,249028,24,1.72496691108,0.75253000007
PID-1289,0,1,1,PID-1289,1,1,23,45,3,7.346,267,249028,24,1.74913430723,0.784869077949
PID-129,0,1,1,PID-129,1,1,28,14,0,7.244,267,249028,24,0.705839855668,-0.770202277645
PID-1290,0,1,1,PID-1290,1,1,25,44,0,7.364,267,249028,24,0.646414850801,-0.882135395599
PID-1291,0,1,1,PID-1291,1,1,26,44,1,7.474,267,249028,24,2.34386503533,1.52116545109
PID-1292,0,1,1,PID-1292,1,1,26,45,2,7.518,267,249028,24,0.738186002982,-0.709673685128
PID-1293,0,1,1,PID-1293,1,1,25,45,3,7.526,267,249028,24,1.2987186646,0.176079021673
PID-1294,0,1,1,PID-1294,1,1,27,44,0,7.334,267,249028,24,1.0453433666,-0.198440276402
PID-1295,0,1,1,PID-1295,1,1,28,44,1,7.402,267,249028,24,0.674933865927,-0.828384281022
PID-1296,0,1,1,PID-1296,1,1,28,45,2,7.489,267,249028,24,0.535291413692,-1.10857211845
PID-1297,0,1,1,PID-1297,1,1,27,45,3,7.498,267,249028,24,1.2525024685,0.110219499024
PID-1298,0,1,1,PID-1298,1,1,29,44,0,7.332,267,249028,24,0.368752835129,-1.50770727512
PID-1299,0,1,1,PID-1299,1,1,30,44,1,7.382,267,249028,24,1.35238933362,0.252325635627
PID-13,0,1,1,PID-13,1,1,41,11,3,4.795,267,249028,24,0.965799149483,-0.324300394917
PID-130,0,1,1,PID-130,1,1,29,14,1,7.363,267,249028,24,1.37989478216,0.290044417864
PID-1300,0,1,1,PID-1300,1,1,30,45,2,7.489,267,249028,24,0.603259166466,-0.967133302832
PID-1301,0,1,1,PID-1301,1,1,29,45,3,7.498,267,249028,24,1.53632782785,0.504614014203
PID-1302,0,1,1,PID-1302,1,1,31,44,0,7.49,267,249028,24,1.16194231332,-0.0227980225736
PID-1303,0,1,1,PID-1303,1,1,32,44,1,7.503,267,249028,24,1.30118055659,0.180344393902
PID-1304,0,1,1,PID-1304,1,1,32,45,2,7.643,267,249028,24,0.431742803339,-1.34637535305
PID-1305,0,1,1,PID-1305,1,1,31,45,3,7.652,267,249028,24,0.406984348122,-1.40852849991
PID-1306,0,1,1,PID-1306,1,1,33,44,0,7.243,267,249028,24,0.487043887038,-1.21461690506
PID-1307,0,1,1,PID-1307,1,1,34,44,1,7.253,267,249028,24,1.23107884316,0.0798569240868
PID-1308,0,1,1,PID-1308,1,1,34,45,2,7.395,267,249028,24,0.29782882992,-1.71219183633
PID-1309,0,1,1,PID-1309,1,1,33,45,3,7.404,267,249028,24,1.79700830926,0.84658936783
PID-131,0,1,1,PID-131,1,1,29,15,2,7.399,267,249028,24,0.736873986174,-0.71330305837
PID-1310,0,1,1,PID-1310,1,1,35,44,0,7.362,267,249028,24,1.07226871971,-0.156881996653
PID-1311,0,1,1,PID-1311,1,1,36,44,1,7.463,267,249028,24,1.64975313921,0.654669909376
PID-1312,0,1,1,PID-1312,1,1,36,45,2,7.519,267,249028,24,0.649476370883,-0.876318882518
PID-1313,0,1,1,PID-1313,1,1,35,45,3,7.531,267,249028,24,0.49987677713,-1.18756154738
PID-1314,0,1,1,PID-1314,1,1,37,44,0,7.277,267,249028,24,1.72380900455,0.751233603285
PID-1315,0,1,1,PID-1315,1,1,38,44,1,7.372,267,249028,24,2.16486720875,1.30480115764
PID-1316,0,1,1,PID-1316,1,1,38,45,2,7.43,267,249028,24,0.656735650584,-0.86280160177
PID-1317,0,1,1,PID-1317,1,1,37,45,3,7.438,267,249028,24,0.593500615746,-0.987362479013
PID-1318,0,1,1,PID-1318,1,1,39,44,0,7.214,267,249028,24,1.74922391954,0.784869077949
PID-1319,0,1,1,PID-1319,1,1,40,44,1,7.272,267,249028,24,0.791957302127,-0.615197675471
PID-132,0,1,1,PID-132,1,1,28,15,3,7.412,267,249028,24,0.433614737397,-1.34149895943
PID-1320,0,1,1,PID-1320,1,1,40,45,2,7.366,267,249028,24,0.577297544521,-1.02011935884
PID-1321,0,1,1,PID-1321,1,1,39,45,3,7.375,267,249028,24,1.28779516497,0.1604086676
PID-1322,0,1,1,PID-1322,1,1,41,44,0,7.244,267,249028,24,1.14300564071,-0.0495774804738
PID-1323,0,1,1,PID-1323,1,1,42,44,1,7.341,267,249028,24,0.612120724293,-0.949081496525
PID-1324,0,1,1,PID-1324,1,1,42,45,2,7.396,267,249028,24,0.674239264314,-0.828384281022
PID-1325,0,1,1,PID-1325,1,1,41,45,3,7.404,267,249028,24,0.366356735064,-1.51310166863
PID-1326,0,1,1,PID-1326,1,1,43,44,0,7.24,267,249028,24,0.957119135337,-0.337128054828
PID-1327,0,1,1,PID-1327,1,1,44,44,1,7.292,267,249028,24,0.911706210486,-0.411821079041
PID-1328,0,1,1,PID-1328,1,1,44,45,2,7.394,267,249028,24,0.343809624071,-1.57653228444
PID-1329,0,1,1,PID-1329,1,1,43,45,3,7.402,267,249028,24,1.62622670519,0.624392900395
PID-133,0,1,1,PID-133,1,1,26,14,0,7.321,267,249028,24,0.495234758999,-1.19653763002
PID-1330,0,1,1,PID-1330,1,1,45,44,0,7.257,267,249028,24,0.825233910368,-0.556193733994
PID-1331,0,1,1,PID-1331,1,1,46,44,1,7.344,267,249028,24,0.5559465755,-1.0659869471
PID-1332,0,1,1,PID-1332,1,1,46,45,2,7.411,267,249028,24,1.99482471461,1.09529496297
PID-1333,0,1,1,PID-1333,1,1,45,45,3,7.42,267,249028,24,1.32817368425,0.218574911494
PID-1334,0,1,1,PID-1334,1,1,47,44,0,8.299,268,249028,24,1.66561729023,0.675656546891
PID-1335,0,1,1,PID-1335,1,1,48,44,1,8.383,268,249028,24,2.41976906251,1.61188724282
PID-1336,0,1,1,PID-1336,1,1,48,45,2,8.459,268,249028,24,1.00553087691,-0.260838619137
PID-1337,0,1,1,PID-1337,1,1,47,45,3,8.468,268,249028,24,1.71071084657,0.73436029254
PID-1338,0,1,1,PID-1338,1,1,49,44,0,7.303,267,249028,24,1.42404451735,0.352346534297
PID-1339,0,1,1,PID-1339,1,1,50,44,1,7.402,267,249028,24,0.223843311553,-1.96381264665
PID-134,0,1,1,PID-134,1,1,27,14,1,7.326,267,249028,24,1.01540882017,-0.245142608844
PID-1340,0,1,1,PID-1340,1,1,50,45,2,7.456,267,249028,24,0.693963089123,-0.792566085114
PID-1341,0,1,1,PID-1341,1,1,49,45,3,7.464,267,249028,24,1.06208239134,-0.172223164686
PID-1342,0,1,1,PID-1342,1,1,51,44,0,7.282,267,249028,24,0.575048681453,-1.02424878256
PID-1343,0,1,1,PID-1343,1,1,52,44,1,7.371,267,249028,24,1.28245438532,0.153269694087
PID-1344,0,1,1,PID-1344,1,1,52,45,2,7.435,267,249028,24,2.67823517384,1.91668167466
PID-1345,0,1,1,PID-1345,1,1,51,45,3,7.446,267,249028,24,1.96939770077,1.06411060972
PID-1346,0,1,1,PID-1346,1,1,53,44,0,7.248,267,249028,24,1.53005978622,0.496550969976
PID-1347,0,1,1,PID-1347,1,1,54,44,1,7.344,267,249028,24,1.14087056216,-0.0540567467058
PID-1348,0,1,1,PID-1348,1,1,54,45,2,7.401,267,249028,24,0.382848074848,-1.47045440938
PID-1349,0,1,1,PID-1349,1,1,53,45,3,7.411,267,249028,24,0.688413385881,-0.801942562329
PID-135,0,1,1,PID-135,1,1,27,15,2,7.479,267,249028,24,1.90070002644,0.977494621037
PID-1350,0,1,1,PID-1350,1,1,55,44,0,4.83,267,249028,24,2.04840689687,1.16231202795
PID-1351,0,1,1,PID-1351,1,1,55,45,3,4.866,267,249028,24,1.85706856967,0.923089155428
PID-1352,0,1,1,PID-1352,1,1,54,46,0,4.743,267,249028,24,0.56073192613,-1.05547527228
PID-1353,0,1,1,PID-1353,1,1,54,47,3,4.77,267,249028,24,2.33222608056,1.50798121809
PID-1354,0,1,1,PID-1354,1,1,51,46,0,7.327,267,249028,24,1.16719821956,-0.0139075889025
PID-1355,0,1,1,PID-1355,1,1,52,46,1,7.333,267,249028,24,1.50533464617,0.462844508092
PID-1356,0,1,1,PID-1356,1,1,52,47,2,7.482,267,249028,24,0.978296490338,-0.303553402073
PID-1357,0,1,1,PID-1357,1,1,51,47,3,7.49,267,249028,24,1.85797866406,0.923089155428
PID-1358,0,1,1,PID-1358,1,1,49,46,0,7.206,267,249028,24,1.35358152893,0.253727302936
PID-1359,0,1,1,PID-1359,1,1,50,46,1,7.282,267,249028,24,0.665257080156,-0.845532445185
PID-136,0,1,1,PID-136,1,1,26,15,3,7.491,267,249028,24,1.80100666758,0.851711384307
PID-1360,0,1,1,PID-1360,1,1,50,47,2,7.358,267,249028,24,1.22498204259,0.0696931142224
PID-1361,0,1,1,PID-1361,1,1,49,47,3,7.367,267,249028,24,0.641259901269,-0.891861242994
PID-1362,0,1,1,PID-1362,1,1,47,46,0,7.262,267,249028,24,0.973608005811,-0.311518818974
PID-1363,0,1,1,PID-1363,1,1,48,46,1,7.267,267,249028,24,1.72527977533,0.753826176753
PID-1364,0,1,1,PID-1364,1,1,48,47,2,7.415,267,249028,24,0.696525700414,-0.786956776122
PID-1365,0,1,1,PID-1365,1,1,47,47,3,7.424,267,249028,24,1.01102820036,-0.251413126877
PID-1366,0,1,1,PID-1366,1,1,44,46,0,7.304,267,249028,24,1.34810051565,0.246715313525
PID-1367,0,1,1,PID-1367,1,1,45,46,1,7.404,267,249028,24,0.536843627559,-1.10642181645
PID-1368,0,1,1,PID-1368,1,1,45,47,2,7.462,267,249028,24,0.502764724624,-1.18085675936
PID-1369,0,1,1,PID-1369,1,1,44,47,3,7.471,267,249028,24,1.41239472537,0.335799377043
PID-137,0,1,1,PID-137,1,1,23,14,0,7.211,267,249028,24,1.52579401154,0.489823999662
PID-1370,0,1,1,PID-1370,1,1,42,46,0,7.313,267,249028,24,0.78015417032,-0.634546081848
PID-1371,0,1,1,PID-1371,1,1,43,46,1,7.361,267,249028,24,0.431478896269,-1.34637535305
PID-1372,0,1,1,PID-1372,1,1,43,47,2,7.466,267,249028,24,0.841032188481,-0.528825495478
PID-1373,0,1,1,PID-1373,1,1,42,47,3,7.476,267,249028,24,0.367139713263,-1.51040214627
PID-1374,0,1,1,PID-1374,1,1,40,46,0,7.261,267,249028,24,0.537201916101,-1.10427377685
PID-1375,0,1,1,PID-1375,1,1,41,46,1,7.402,267,249028,24,1.31001441666,0.193119269252
PID-1376,0,1,1,PID-1376,1,1,41,47,2,7.414,267,249028,24,0.713884437805,-0.755400167028
PID-1377,0,1,1,PID-1377,1,1,40,47,3,7.424,267,249028,24,1.01401735457,-0.246709258413
PID-1378,0,1,1,PID-1378,1,1,37,46,0,7.235,267,249028,24,1.73917097708,0.771949689103
PID-1379,0,1,1,PID-1379,1,1,38,46,1,7.282,267,249028,24,1.58372630101,0.567431768046
PID-138,0,1,1,PID-138,1,1,24,14,1,7.263,267,249028,24,1.59006564041,0.576736961839
PID-1380,0,1,1,PID-1380,1,1,38,47,2,7.389,267,249028,24,1.61137016591,0.604576331748
PID-1381,0,1,1,PID-1381,1,1,37,47,3,7.398,267,249028,24,0.242231369114,-1.89429533602
PID-1382,0,1,1,PID-1382,1,1,35,46,0,7.337,267,249028,24,1.09741249371,-0.118782134071
PID-1383,0,1,1,PID-1383,1,1,36,46,1,7.342,267,249028,24,0.763027912716,-0.664710161571
PID-1384,0,1,1,PID-1384,1,1,36,47,2,7.491,267,249028,24,1.65144892409,0.657296596782
PID-1385,0,1,1,PID-1385,1,1,35,47,3,7.499,267,249028,24,1.68569260351,0.701804725708
PID-1386,0,1,1,PID-1386,1,1,33,46,0,7.252,267,249028,24,1.11026967,-0.0991089110575
PID-1387,0,1,1,PID-1387,1,1,34,46,1,7.324,267,249028,24,0.521114911121,-1.13891852137
PID-1388,0,1,1,PID-1388,1,1,34,47,2,7.405,267,249028,24,0.226425593211,-1.95256758797
PID-1389,0,1,1,PID-1389,1,1,33,47,3,7.413,267,249028,24,1.15404391134,-0.0331928322077
PID-139,0,1,1,PID-139,1,1,24,15,2,7.367,267,249028,24,0.29173445085,-1.73088617799
PID-1390,0,1,1,PID-1390,1,1,30,46,0,7.282,267,249028,24,2.21294382608,1.36321627079
PID-1391,0,1,1,PID-1391,1,1,31,46,1,7.415,267,249028,24,0.629780527487,-0.91536802136
PID-1392,0,1,1,PID-1392,1,1,31,47,2,7.435,267,249028,24,1.15841858521,-0.0272499402807
PID-1393,0,1,1,PID-1393,1,1,30,47,3,7.444,267,249028,24,0.212280445414,-2.00598093106
PID-1394,0,1,1,PID-1394,1,1,28,46,0,6.295,267,249028,24,1.65435468239,0.661234820754
PID-1395,0,9,15,PID-1395,9,15,29,46,1,6.298,73,249028,24,nan,nan
PID-1396,0,1,1,PID-1396,1,1,29,47,2,6.405,267,249028,24,1.29554057227,0.171810081348
PID-1397,0,1,1,PID-1397,1,1,28,47,3,6.414,267,249028,24,0.330358062205,-1.61360030109
PID-1398,0,1,1,PID-1398,1,1,26,46,0,7.247,267,249028,24,0.442117231628,-1.31972175448
PID-1399,0,1,1,PID-1399,1,1,27,46,1,7.333,267,249028,24,1.09440312508,-0.123335404614
PID-14,0,1,1,PID-14,1,1,39,10,0,7.424,267,249028,24,0.145921108579,-2.30435347315
PID-140,0,1,1,PID-140,1,1,23,15,3,7.379,267,249028,24,1.56010624218,0.536766104769
PID-1400,0,1,1,PID-1400,1,1,27,47,2,7.399,267,249028,24,1.26666181459,0.130356264799
PID-1401,0,1,1,PID-1401,1,1,26,47,3,7.409,267,249028,24,0.411151861686,-1.39591438928
PID-1402,0,1,1,PID-1402,1,1,24,46,1,5.077,267,249028,24,1.55529107928,0.530080810887
PID-1403,0,1,1,PID-1403,1,1,23,47,3,5.113,267,249028,24,1.56805389118,0.547448482539
PID-1404,0,1,1,PID-1404,1,1,21,46,0,7.263,267,249028,24,1.24157739477,0.0943391746869
PID-1405,0,1,1,PID-1405,1,1,22,46,1,7.399,267,249028,24,1.09841717323,-0.117265493328
PID-1406,0,1,1,PID-1406,1,1,22,47,2,7.42,267,249028,24,1.48674428662,0.43710570224
PID-1407,0,1,1,PID-1407,1,1,21,47,3,7.438,267,249028,24,0.562878713305,-1.05128521366
PID-1408,0,1,1,PID-1408,1,1,19,46,0,7.337,267,249028,24,0.839626520297,-0.532233109106
PID-1409,0,1,1,PID-1409,1,1,20,46,1,7.352,267,249028,24,0.0905631256591,-2.64109395332
PID-141,0,1,1,PID-141,1,1,21,14,0,7.308,267,249028,24,1.00137428911,-0.267135545997
PID-1410,0,1,1,PID-1410,1,1,20,47,2,7.493,267,249028,24,1.00037970291,-0.268711447983
PID-1411,0,1,1,PID-1411,1,1,19,47,3,7.503,267,249028,24,0.659610783419,-0.857031575648
PID-1412,0,1,1,PID-1412,1,1,16,46,0,7.24,267,249028,24,0.76564518362,-0.661144569891
PID-1413,0,1,1,PID-1413,1,1,17,46,1,7.263,267,249028,24,1.27766882528,0.146120555105
PID-1414,0,1,1,PID-1414,1,1,17,47,2,7.394,267,249028,24,1.35272072993,0.252325635627
PID-1415,0,1,1,PID-1415,1,1,16,47,3,7.404,267,249028,24,0.709495361931,-0.762790669722
PID-1416,0,1,1,PID-1416,1,1,14,46,0,7.215,267,249028,24,1.23343792499,0.0827568840924
PID-1417,0,1,1,PID-1417,1,1,15,46,1,7.291,267,249028,24,0.866805895877,-0.48654362324
PID-1418,0,1,1,PID-1418,1,1,15,47,2,7.367,267,249028,24,2.09316616399,1.2178185811
PID-1419,0,1,1,PID-1419,1,1,14,47,3,7.376,267,249028,24,1.92840867461,1.01274234155
PID-142,0,1,1,PID-142,1,1,22,14,1,7.402,267,249028,24,2.3322078495,1.50798121809
PID-1420,0,1,1,PID-1420,1,1,12,46,0,7.288,267,249028,24,1.33999370562,0.234070567206
PID-1421,0,1,1,PID-1421,1,1,13,46,1,7.393,267,249028,24,1.77415255194,0.817074690144
PID-1422,0,1,1,PID-1422,1,1,13,47,2,7.44,267,249028,24,0.0991660804828,-2.57669329439
PID-1423,0,1,1,PID-1423,1,1,12,47,3,7.449,267,249028,24,0.413228990026,-1.39089513945
PID-1424,0,1,1,PID-1424,1,1,12,48,0,6.985,268,249028,24,0.51515317251,-1.15206607976
PID-1425,0,1,1,PID-1425,1,1,13,48,1,7.039,268,249028,24,1.90614855208,0.98505937815
PID-1426,0,1,1,PID-1426,1,1,13,49,2,7.08,268,249028,24,0.266804727983,-1.81169438409
PID-1427,0,1,1,PID-1427,1,1,14,48,0,7.26,267,249028,24,2.03101589167,1.14126326061
PID-1428,0,1,1,PID-1428,1,1,15,48,1,7.347,267,249028,24,1.12628138048,-0.0750217799386
PID-1429,0,1,1,PID-1429,1,1,15,49,2,7.413,267,249028,24,0.299086769634,-1.70601634549
PID-143,0,1,1,PID-143,1,1,22,15,2,7.473,267,249028,24,2.80143320229,2.05935219916
PID-1430,0,1,1,PID-1430,1,1,14,49,3,7.421,267,249028,24,0.39502628125,-1.43662082178
PID-1431,0,1,1,PID-1431,1,1,16,48,0,7.363,267,249028,24,1.06489859611,-0.169150208123
PID-1432,0,1,1,PID-1432,1,1,17,48,1,7.474,267,249028,24,0.819799279455,-0.566521077138
PID-1433,0,1,1,PID-1433,1,1,17,49,2,7.516,267,249028,24,1.56684939297,0.544779506211
PID-1434,0,1,1,PID-1434,1,1,16,49,3,7.537,267,249028,24,1.41220645404,0.335799377043
PID-1435,0,1,1,PID-1435,1,1,19,48,0,5.832,267,249028,24,1.55140295282,0.524727660569
PID-1436,0,1,1,PID-1436,1,1,20,48,1,5.91,267,249028,24,2.92767307234,2.20429758449
PID-1437,0,1,1,PID-1437,1,1,20,49,2,5.927,267,249028,24,0.93604204173,-0.371025611964
PID-1438,0,1,1,PID-1438,1,1,21,48,0,7.254,267,249028,24,0.479088786343,-1.2328701253
PID-1439,0,1,1,PID-1439,1,1,22,48,1,7.26,267,249028,24,0.975944211689,-0.308330537336
PID-144,0,1,1,PID-144,1,1,21,15,3,7.485,267,249028,24,1.49171524343,0.443889462816
PID-1440,0,1,1,PID-1440,1,1,22,49,2,7.408,267,249028,24,1.55501813526,0.530080810887
PID-1441,0,1,1,PID-1441,1,1,21,49,3,7.417,267,249028,24,0.424045200348,-1.36355155767
PID-1442,0,1,1,PID-1442,1,1,23,48,0,7.312,267,249028,24,0.368637508586,-1.50770727512
PID-1443,0,1,1,PID-1443,1,1,24,48,1,7.402,267,249028,24,1.44452936209,0.379820622274
PID-1444,0,1,1,PID-1444,1,1,24,49,2,7.471,267,249028,24,0.478893217942,-1.2351642836
PID-1445,0,1,1,PID-1445,1,1,23,49,3,7.484,267,249028,24,0.851487692501,-0.511843768907
PID-1446,0,1,1,PID-1446,1,1,26,48,0,5.829,267,249028,24,1.08311515967,-0.14007409716
PID-1447,0,1,1,PID-1447,1,1,27,48,1,5.877,267,249028,24,0.774605681718,-0.645155381102
PID-1448,0,1,1,PID-1448,1,1,27,49,2,5.923,267,249028,24,0.615915452383,-0.94309599294
PID-1449,0,1,1,PID-1449,1,1,28,48,0,7.246,267,249028,24,0.58549351387,-1.00367970704
PID-145,0,1,1,PID-145,1,1,19,14,0,7.241,267,249028,24,1.38522993879,0.298391329901
PID-1450,0,1,1,PID-1450,1,1,29,48,1,7.293,267,249028,24,0.753457775837,-0.68260719235
PID-1451,0,1,1,PID-1451,1,1,29,49,2,7.399,267,249028,24,0.726446031353,-0.731524041999
