#### RESULT packet 0 ####
Nb of sites,1
Nb of tests,65
Nb of allocated runs,1
Nb of valid runs,1

#### SITE,4
Software binning,1 
PAT binning,1 
Tests executed,65 

Test#,TestName,Nb. results,Results
311,PIN2 IN2,1,-4.6743899584e-001 
312,PIN26 POK,1,-6.1919599771e-001 
313,PIN30 EN,1,-4.9101600051e-001 
314,PIN27 FB,1,-4.8997598886e-001 
315,PIN29 OTP,1,-4.8963299394e-001 
316,EXPOSED_PAD,1,4.5622900128e-002 
401,Vfb_pre,1,4.9803599715e-001 
402,Vout_pre,1,1.4927799702e+000 
403,Vfb_err,1,-3.9444300346e-003 
406,Vfb Err Post Expected,1,5.5572498241e-005 
407,Vref_post,1,4.2598901200e-004 
409,Vfb_post,1,5.0007802248e-001 
410,Ibias_pre,1,6.4265100264e-007 
411,Ibias_err,1,-5.5605500937e-001 
412,IbiasPost,1,1.0095700418e-006 
414,IbiasErr2,1,9.4841597602e-003 
415,Ilim8_pre,1,1.0641500473e+001 
416,Ilim_err,1,3.3486500382e-001 
417,Ilim8Post,1,7.2900600433e+000 
418,Ilim_err2,1,2.9958799481e-002 
420,Ilim8_sc,1,2.0799899101e+000 
421,IlimSCerr,1,-7.9649902880e-002 
502,Ishdn,1,2.6811899261e-006 
503,Icc1425,1,6.3541997224e-004 
504,Icc18,1,6.3653197140e-004 
505,Icc36,1,6.3538097311e-004 
506,Ien_high,1,-1.5432100042e-009 
507,Idrop_out,1,9.2263397528e-004 
