#### RESULT packet 0 ####
Nb of sites,1
Nb of tests,65
Nb of allocated runs,1
Nb of valid runs,1

#### SITE,6
Software binning,6 
PAT binning,6 
Tests executed,16 

Test#,TestName,Nb. results,Results
307,PIN7 OUT1,1,-4.7536399961e-001
308,PIN3 IN3,1,-4.6816000342e-001
309,PIN4 IN4,1,-4.6806800365e-001
310,PIN5 IN5,1,-4.6807798743e-001
311,PIN2 IN2,1,-4.6855598688e-001
312,PIN26 POK,1,-6.2065702677e-001
313,PIN30 EN,1,-4.9123799801e-001
314,PIN27 FB,1,-4.9095499516e-001
315,PIN29 OTP,1,-4.9031001329e-001
316,EXPOSED_PAD,1,4.6036899090e-002
401,Vfb_pre,1,4.9640300870e-001
402,Vout_pre,1,1.4870300293e+000
403,Vfb_err,1,-7.2461799718e-003
406,Vfb Err Post Expected,1,7.5382197974e-004
407,Vref_post,1,4.3731299229e-004
409,Vfb_post,1,5.0044000149e-001
410,Ibias_pre,1,6.1304302790e-007
411,Ibias_err,1,-6.3120597601e-001
412,IbiasPost,1,1.0098699477e-006
414,IbiasErr2,1,9.7747603431e-003
415,Ilim8_pre,1,1.0612000465e+001
416,Ilim_err,1,3.3301600814e-001
417,Ilim8Post,1,7.3174099922e+000
418,Ilim_err2,1,3.3824101090e-002
420,Ilim8_sc,1,2.2766499519e+000
421,IlimSCerr,1,7.3682498187e-003
502,Ishdn,1,2.2614999651e-008
503,Icc1425,1,6.3150498318e-004
504,Icc18,1,6.3860201044e-004
505,Icc36,1,6.4128998201e-004
506,Ien_high,1,1.4625900491e-009
507,Idrop_out,1,9.0425199596e-004
508,Ien_low,1,-4.2629100250e-010
509,Ifb,1,-6.2076499496e-009
511,Ipok/r,1,3.4937599688e-012
601,VO14_2mA,1,1.2263000011e+000
602,VFB14_2mA,1,5.0055199862e-001
603,VO36_2mA,1,1.2259700298e+000
604,VFB36_2mA,1,5.0046902895e-001
605,Line_Reg,1,-1.2423300359e-004
606,TM_CHECK,1,1.0198100426e-006
607,VO18_4A,1,1.5022399426e+000
609,VFB18_4A,1,5.0038397312e-001
610,TM_CHECK,1,1.0254100289e-006
611,VO36_4A,1,3.3963100910e+000
613,VFB36_4A,1,5.0041902065e-001
614,TM_CHECK,1,1.0074400052e-006
615,VO14_4A,1,1.2264000177e+000
617,VFB14_4A,1,5.0055497885e-001
618,Load_Reg,1,-2.5575800464e-005
619,VO_Char,1,5.0050497055e-001
620,TM_CHECK,1,1.0190400417e-006
621,V_DO_TM,1,6.0705900192e-002
622,I_DO_TM,1,5.0071001053e-001
623,V_DO_RM,1,1.7652999610e-002
624,I_DO_RM,1,1.0007300377e+000
625,RATIO,1,3.4388399124e+000
713,POK_LowV,1,3.1602599192e-003
714,POK_del,1,7.2407798143e-005

#########################################

#### RESULT packet 3 ####
Nb of sites,1
Nb of tests,65
Nb of allocated runs,1
Nb of valid runs,1

#### SITE,6
Software binning,1 
PAT binning,1 
Tests executed,65 

Test#,TestName,Nb. results,Results
301,PIN1 IN1,1,-4.6187001467e-001
302,PIN8 OUT2,1,-4.6084800363e-001
303,PIN9 OUT3,1,-4.8506501317e-001
304,PIN10 OUT4,1,-4.8697298765e-001
305,PIN11 OUT5,1,-4.8769599199e-001
306,PIN6 IN6,1,-3.7567600608e-001
307,PIN7 OUT1,1,-4.7548899055e-001
308,PIN3 IN3,1,-4.6803501248e-001
309,PIN4 IN4,1,-4.6769300103e-001
310,PIN5 IN5,1,-4.6795299649e-001
311,PIN2 IN2,1,-4.6843099594e-001
312,PIN26 POK,1,-6.1992001534e-001
313,PIN30 EN,1,-4.9186199903e-001
314,PIN27 FB,1,-4.9107998610e-001
315,PIN29 OTP,1,-4.9184599519e-001
316,EXPOSED_PAD,1,4.6099301428e-002
401,Vfb_pre,1,4.9364501238e-001
402,Vout_pre,1,1.4786000252e+000
403,Vfb_err,1,-1.2872699648e-002
406,Vfb Err Post Expected,1,-8.7267399067e-004
407,Vref_post,1,3.1865300843e-004
409,Vfb_post,1,4.9971300364e-001
410,Ibias_pre,1,5.8395301039e-007
411,Ibias_err,1,-7.1246802807e-001
412,IbiasPost,1,1.0068099527e-006
414,IbiasErr2,1,6.7646298558e-003
415,Ilim8_pre,1,1.1257300377e+001
416,Ilim_err,1,3.7125301361e-001
417,Ilim8Post,1,7.2877402306e+000
418,Ilim_err2,1,2.9631100595e-002
420,Ilim8_sc,1,2.0739998817e+000
421,IlimSCerr,1,-8.2300499082e-002
502,Ishdn,1,3.6542900261e-007
503,Icc1425,1,6.3749897527e-004
504,Icc18,1,6.4400397241e-004
505,Icc36,1,6.4606801607e-004
506,Ien_high,1,-6.1307597887e-010
507,Idrop_out,1,8.6620397633e-004
508,Ien_low,1,-6.4643701503e-010
509,Ifb,1,-7.9687598742e-009
511,Ipok/r,1,3.8709400269e-012
601,VO14_2mA,1,1.2245600224e+000
602,VFB14_2mA,1,4.9988800287e-001
603,VO36_2mA,1,1.2244000435e+000
604,VFB36_2mA,1,4.9988201261e-001
605,Line_Reg,1,-6.1725797423e-005
606,TM_CHECK,1,1.0161400041e-006
607,VO18_4A,1,1.5007400513e+000
609,VFB18_4A,1,4.9982601404e-001
610,TM_CHECK,1,1.0217800082e-006
611,VO36_4A,1,3.3924200535e+000
613,VFB36_4A,1,4.9980801344e-001
614,TM_CHECK,1,1.0050599712e-006
615,VO14_4A,1,1.2247200012e+000
617,VFB14_4A,1,4.9990299344e-001
618,Load_Reg,1,-4.0829399950e-005
619,VO_Char,1,4.9987098575e-001
620,TM_CHECK,1,1.0154100210e-006
621,V_DO_TM,1,5.8943800628e-002
622,I_DO_TM,1,5.0069898367e-001
623,V_DO_RM,1,1.7596099526e-002
624,I_DO_RM,1,1.0006899834e+000
625,RATIO,1,3.3498098850e+000
713,POK_LowV,1,3.0478499830e-003
714,POK_del,1,7.1527996624e-005

#########################################

#### RESULT packet 4 ####
Nb of sites,1
Nb of tests,65
Nb of allocated runs,1
Nb of valid runs,1

#### SITE,6
Software binning,6 
PAT binning,6 
Tests executed,16 

Test#,TestName,Nb. results,Results
301,PIN1 IN1,1,-2.3976999521e-001
302,PIN8 OUT2,1,-4.7571200132e-001
303,PIN9 OUT3,1,-4.7444701195e-001
304,PIN10 OUT4,1,-4.7385799885e-001
305,PIN11 OUT5,1,-4.7445601225e-001
306,PIN6 IN6,1,-3.0221100897e-003
307,PIN7 OUT1,1,-1.0866699740e-003
308,PIN3 IN3,1,-4.7403201461e-001
309,PIN4 IN4,1,-4.7393900156e-001
310,PIN5 IN5,1,-4.7419899702e-001
311,PIN2 IN2,1,-4.7592699528e-001
312,PIN26 POK,1,-4.8983100057e-001
313,PIN30 EN,1,-4.9086299539e-001
314,PIN27 FB,1,-4.9057999253e-001
315,PIN29 OTP,1,-4.8969799280e-001
316,EXPOSED_PAD,1,4.5912098140e-002
401,Vfb_pre,0,n/a 
402,Vout_pre,0,n/a 
403,Vfb_err,0,n/a 
406,Vfb Err Post Expected,0,n/a 
407,Vref_post,0,n/a 
409,Vfb_post,0,n/a 
410,Ibias_pre,0,n/a 
411,Ibias_err,0,n/a 
412,IbiasPost,0,n/a 
414,IbiasErr2,0,n/a 
415,Ilim8_pre,0,n/a 
416,Ilim_err,0,n/a 
417,Ilim8Post,0,n/a 
418,Ilim_err2,0,n/a 
420,Ilim8_sc,0,n/a 
421,IlimSCerr,0,n/a 
502,Ishdn,0,n/a 
503,Icc1425,0,n/a 
504,Icc18,0,n/a 
505,Icc36,0,n/a 
506,Ien_high,0,n/a 
507,Idrop_out,0,n/a 
508,Ien_low,0,n/a 
509,Ifb,0,n/a 
511,Ipok/r,0,n/a 
601,VO14_2mA,0,n/a 
602,VFB14_2mA,0,n/a 
603,VO36_2mA,0,n/a 
604,VFB36_2mA,0,n/a 
605,Line_Reg,0,n/a 
606,TM_CHECK,0,n/a 
607,VO18_4A,0,n/a 
609,VFB18_4A,0,n/a 
610,TM_CHECK,0,n/a 
611,VO36_4A,0,n/a 
613,VFB36_4A,0,n/a 
614,TM_CHECK,0,n/a 
615,VO14_4A,0,n/a 
617,VFB14_4A,0,n/a 
618,Load_Reg,0,n/a 
619,VO_Char,0,n/a 
620,TM_CHECK,0,n/a 
621,V_DO_TM,0,n/a 
622,I_DO_TM,0,n/a 
623,V_DO_RM,0,n/a 
624,I_DO_RM,0,n/a 
625,RATIO,0,n/a 
713,POK_LowV,0,n/a 
714,POK_del,0,n/a 

#########################################

#### RESULT packet 5 ####
Nb of sites,1
Nb of tests,65
Nb of allocated runs,1
Nb of valid runs,1

#### SITE,6
Software binning,6 
PAT binning,6 
Tests executed,16 

Test#,TestName,Nb. results,Results
301,PIN1 IN1,1,-2.6313000917e-001
302,PIN8 OUT2,1,-4.8283201456e-001
303,PIN9 OUT3,1,-4.8069301248e-001
304,PIN10 OUT4,1,-4.7985398769e-001
305,PIN11 OUT5,1,-4.8057600856e-001
306,PIN6 IN6,1,-4.6716801822e-002
307,PIN7 OUT1,1,-4.6303499490e-002
308,PIN3 IN3,1,-4.7278198600e-001
309,PIN4 IN4,1,-4.7231501341e-001
310,PIN5 IN5,1,-4.7282499075e-001
311,PIN2 IN2,1,-4.7442799807e-001
312,PIN26 POK,1,-5.2040797472e-001
313,PIN30 EN,1,-4.9298599362e-001
314,PIN27 FB,1,-4.9357798696e-001
315,PIN29 OTP,1,-4.9237099290e-001
316,EXPOSED_PAD,1,4.5849598944e-002
401,Vfb_pre,0,n/a 
402,Vout_pre,0,n/a 
403,Vfb_err,0,n/a 
406,Vfb Err Post Expected,0,n/a 
407,Vref_post,0,n/a 
409,Vfb_post,0,n/a 
410,Ibias_pre,0,n/a 
411,Ibias_err,0,n/a 
412,IbiasPost,0,n/a 
414,IbiasErr2,0,n/a 
415,Ilim8_pre,0,n/a 
416,Ilim_err,0,n/a 
417,Ilim8Post,0,n/a 
418,Ilim_err2,0,n/a 
420,Ilim8_sc,0,n/a 
421,IlimSCerr,0,n/a 
502,Ishdn,0,n/a 
503,Icc1425,0,n/a 
504,Icc18,0,n/a 
505,Icc36,0,n/a 
506,Ien_high,0,n/a 
507,Idrop_out,0,n/a 
508,Ien_low,0,n/a 
509,Ifb,0,n/a 
511,Ipok/r,0,n/a 
601,VO14_2mA,0,n/a 
602,VFB14_2mA,0,n/a 
603,VO36_2mA,0,n/a 
604,VFB36_2mA,0,n/a 
605,Line_Reg,0,n/a 
606,TM_CHECK,0,n/a 
607,VO18_4A,0,n/a 
609,VFB18_4A,0,n/a 
610,TM_CHECK,0,n/a 
611,VO36_4A,0,n/a 
613,VFB36_4A,0,n/a 
614,TM_CHECK,0,n/a 
615,VO14_4A,0,n/a 
617,VFB14_4A,0,n/a 
618,Load_Reg,0,n/a 
619,VO_Char,0,n/a 
620,TM_CHECK,0,n/a 
621,V_DO_TM,0,n/a 
622,I_DO_TM,0,n/a 
623,V_DO_RM,0,n/a 
624,I_DO_RM,0,n/a 
625,RATIO,0,n/a 
713,POK_LowV,0,n/a 
714,POK_del,0,n/a 

#########################################

#### RESULT packet 6 ####
Nb of sites,1
Nb of tests,65
Nb of allocated runs,1
Nb of valid runs,1

#### SITE,6
Software binning,1 
PAT binning,1 
Tests executed,65 

Test#,TestName,Nb. results,Results
301,PIN1 IN1,1,-4.5899701118e-001
302,PIN8 OUT2,1,-4.5672601461e-001
303,PIN9 OUT3,1,-4.7744500637e-001
304,PIN10 OUT4,1,-4.7898000479e-001
305,PIN11 OUT5,1,-4.7945201397e-001
306,PIN6 IN6,1,-3.7643799186e-001
307,PIN7 OUT1,1,-4.6761998534e-001
308,PIN3 IN3,1,-4.6453800797e-001
309,PIN4 IN4,1,-4.6432000399e-001
310,PIN5 IN5,1,-4.6470600367e-001
311,PIN2 IN2,1,-4.6518298984e-001
312,PIN26 POK,1,-6.1950802803e-001
313,PIN30 EN,1,-4.8511698842e-001
314,PIN27 FB,1,-4.8670798540e-001
315,PIN29 OTP,1,-4.8396500945e-001
316,EXPOSED_PAD,1,4.5724801719e-002
401,Vfb_pre,1,4.9524399638e-001
402,Vout_pre,1,1.4838600159e+000
403,Vfb_err,1,-9.6025699750e-003
406,Vfb Err Post Expected,1,3.9743399248e-004
407,Vref_post,1,4.0816899855e-004
409,Vfb_post,1,5.0023001432e-001
410,Ibias_pre,1,6.4387302245e-007
411,Ibias_err,1,-5.5310201645e-001
412,IbiasPost,1,1.0094299796e-006
414,IbiasErr2,1,9.3458602205e-003
415,Ilim8_pre,1,1.0792799950e+001
416,Ilim_err,1,3.4419101477e-001
417,Ilim8Post,1,7.4076700211e+000
418,Ilim_err2,1,4.6576101333e-002
420,Ilim8_sc,1,2.1923499107e+000
421,IlimSCerr,1,-2.9934899881e-002
502,Ishdn,1,7.3940799439e-007
503,Icc1425,1,6.3385302201e-004
504,Icc18,1,6.4070097869e-004
505,Icc36,1,6.4528902294e-004
506,Ien_high,1,-6.1307597887e-010
507,Idrop_out,1,8.7134999922e-004
508,Ien_low,1,-7.6437201013e-010
509,Ifb,1,-7.4655801541e-009
511,Ipok/r,1,2.6136699142e-012
601,VO14_2mA,1,1.2254899740e+000
602,VFB14_2mA,1,5.0028598309e-001
603,VO36_2mA,1,1.2255200148e+000
604,VFB36_2mA,1,5.0036102533e-001
605,Line_Reg,1,1.2501400306e-005
606,TM_CHECK,1,1.0206899788e-006
607,VO18_4A,1,1.5010199547e+000
609,VFB18_4A,1,5.0033301115e-001
610,TM_CHECK,1,1.0266600157e-006
611,VO36_4A,1,3.3949000835e+000
613,VFB36_4A,1,5.0035101175e-001
614,TM_CHECK,1,1.0065300557e-006
615,VO14_4A,1,1.2259900570e+000
617,VFB14_4A,1,5.0047999620e-001
618,Load_Reg,1,-1.2555099966e-004
619,VO_Char,1,5.0023001432e-001
620,TM_CHECK,1,1.0192900390e-006
621,V_DO_TM,1,5.9244200587e-002
622,I_DO_TM,1,5.0068098307e-001
623,V_DO_RM,1,1.7417499796e-002
624,I_DO_RM,1,1.0006799698e+000
625,RATIO,1,3.4014201164e+000
713,POK_LowV,1,3.0478499830e-003
714,POK_del,1,7.1449299867e-005

#########################################

#### RESULT packet 7 ####
Nb of sites,1
Nb of tests,65
Nb of allocated runs,1
Nb of valid runs,1

#### SITE,6
Software binning,1 
PAT binning,1 
Tests executed,65 

Test#,TestName,Nb. results,Results
301,PIN1 IN1,1,-4.6349400282e-001
302,PIN8 OUT2,1,-4.6397098899e-001
303,PIN9 OUT3,1,-4.8856300116e-001
304,PIN10 OUT4,1,-4.9109500647e-001
305,PIN11 OUT5,1,-4.9144300818e-001
306,PIN6 IN6,1,-3.7393999100e-001
307,PIN7 OUT1,1,-4.7011798620e-001
308,PIN3 IN3,1,-4.6965900064e-001
309,PIN4 IN4,1,-4.6969199181e-001
310,PIN5 IN5,1,-4.6970200539e-001
311,PIN2 IN2,1,-4.7042998672e-001
312,PIN26 POK,1,-6.2019497156e-001
313,PIN30 EN,1,-4.9498501420e-001
314,PIN27 FB,1,-4.9632701278e-001
315,PIN29 OTP,1,-4.9570599198e-001
316,EXPOSED_PAD,1,4.5412700623e-002
401,Vfb_pre,1,4.9576300383e-001
402,Vout_pre,1,1.4849400520e+000
403,Vfb_err,1,-8.5468599573e-003
406,Vfb Err Post Expected,1,-5.4686400108e-004
407,Vref_post,1,3.6236998858e-004
409,Vfb_post,1,4.9974399805e-001
410,Ibias_pre,1,6.3539897610e-007
411,Ibias_err,1,-5.7381397486e-001
412,IbiasPost,1,1.0016200349e-006
414,IbiasErr2,1,1.6194100026e-003
415,Ilim8_pre,1,1.0251999855e+001
416,Ilim_err,1,3.0960100889e-001
417,Ilim8Post,1,7.3682599068e+000
418,Ilim_err2,1,4.1007898748e-002
420,Ilim8_sc,1,2.2490499020e+000
421,IlimSCerr,1,-4.8464601859e-003
502,Ishdn,1,5.5241798691e-007
503,Icc1425,1,6.4274499891e-004
504,Icc18,1,6.5106799593e-004
505,Icc36,1,6.5677898237e-004
506,Ien_high,1,-4.5582798647e-010
507,Idrop_out,1,8.6308497703e-004
508,Ien_low,1,-8.6658302756e-010
509,Ifb,1,-6.8051702051e-009
511,Ipok/r,1,2.5508000660e-012
601,VO14_2mA,1,1.2244100571e+000
602,VFB14_2mA,1,4.9980500340e-001
603,VO36_2mA,1,1.2242000103e+000
604,VFB36_2mA,1,4.9980500340e-001
605,Line_Reg,1,-7.7352597145e-005
606,TM_CHECK,1,1.0124100527e-006
607,VO18_4A,1,1.5004099607e+000
609,VFB18_4A,1,4.9975100160e-001
610,TM_CHECK,1,1.0183599670e-006
611,VO36_4A,1,3.3921599388e+000
613,VFB36_4A,1,4.9976000190e-001
614,TM_CHECK,1,9.9843100543e-007
615,VO14_4A,1,1.2240600586e+000
617,VFB14_4A,1,4.9963301420e-001
618,Load_Reg,1,8.7938002252e-005
619,VO_Char,1,4.9975600839e-001
620,TM_CHECK,1,1.0113400322e-006
621,V_DO_TM,1,5.9560898691e-002
622,I_DO_TM,1,5.0068199635e-001
623,V_DO_RM,1,1.7466200516e-002
624,I_DO_RM,1,1.0006899834e+000
625,RATIO,1,3.4100599289e+000
713,POK_LowV,1,3.1602599192e-003
714,POK_del,1,7.4368297646e-005

#########################################

#### RESULT packet 8 ####
Nb of sites,1
Nb of tests,65
Nb of allocated runs,1
Nb of valid runs,1

#### SITE,6
Software binning,6 
PAT binning,6 
Tests executed,16 

Test#,TestName,Nb. results,Results
301,PIN1 IN1,1,-6.8760700524e-002
302,PIN8 OUT2,1,-1.3746200502e-001
303,PIN9 OUT3,1,-1.2718999386e-001
304,PIN10 OUT4,1,-1.2262699753e-001
305,PIN11 OUT5,1,-1.2234299630e-001
306,PIN6 IN6,1,-2.0602799486e-003
307,PIN7 OUT1,1,-8.3684897982e-004
308,PIN3 IN3,1,-1.2675100565e-001
309,PIN4 IN4,1,-1.2242499739e-001
310,PIN5 IN5,1,-1.2181700021e-001
311,PIN2 IN2,1,-1.3726100326e-001
312,PIN26 POK,1,-4.9370300770e-001
313,PIN30 EN,1,-4.9261200428e-001
314,PIN27 FB,1,-4.9282899499e-001
315,PIN29 OTP,1,-4.9189600348e-001
316,EXPOSED_PAD,1,4.5662399381e-002
401,Vfb_pre,0,n/a 
402,Vout_pre,0,n/a 
403,Vfb_err,0,n/a 
406,Vfb Err Post Expected,0,n/a 
407,Vref_post,0,n/a 
409,Vfb_post,0,n/a 
410,Ibias_pre,0,n/a 
411,Ibias_err,0,n/a 
412,IbiasPost,0,n/a 
414,IbiasErr2,0,n/a 
415,Ilim8_pre,0,n/a 
416,Ilim_err,0,n/a 
417,Ilim8Post,0,n/a 
418,Ilim_err2,0,n/a 
420,Ilim8_sc,0,n/a 
421,IlimSCerr,0,n/a 
502,Ishdn,0,n/a 
503,Icc1425,0,n/a 
504,Icc18,0,n/a 
505,Icc36,0,n/a 
506,Ien_high,0,n/a 
507,Idrop_out,0,n/a 
508,Ien_low,0,n/a 
509,Ifb,0,n/a 
511,Ipok/r,0,n/a 
601,VO14_2mA,0,n/a 
602,VFB14_2mA,0,n/a 
603,VO36_2mA,0,n/a 
604,VFB36_2mA,0,n/a 
605,Line_Reg,0,n/a 
606,TM_CHECK,0,n/a 
607,VO18_4A,0,n/a 
609,VFB18_4A,0,n/a 
610,TM_CHECK,0,n/a 
611,VO36_4A,0,n/a 
613,VFB36_4A,0,n/a 
614,TM_CHECK,0,n/a 
615,VO14_4A,0,n/a 
617,VFB14_4A,0,n/a 
618,Load_Reg,0,n/a 
619,VO_Char,0,n/a 
620,TM_CHECK,0,n/a 
621,V_DO_TM,0,n/a 
622,I_DO_TM,0,n/a 
623,V_DO_RM,0,n/a 
624,I_DO_RM,0,n/a 
625,RATIO,0,n/a 
713,POK_LowV,0,n/a 
714,POK_del,0,n/a 

#########################################

#### RESULT packet 9 ####
Nb of sites,1
Nb of tests,65
Nb of allocated runs,1
Nb of valid runs,1

#### SITE,6
Software binning,6 
PAT binning,6 
Tests executed,16 

Test#,TestName,Nb. results,Results
301,PIN1 IN1,1,-2.4089500308e-001
302,PIN8 OUT2,1,-4.7221499681e-001
303,PIN9 OUT3,1,-4.7107499838e-001
304,PIN10 OUT4,1,-4.7036099434e-001
305,PIN11 OUT5,1,-4.7095799446e-001
306,PIN6 IN6,1,-2.5474398863e-003
307,PIN7 OUT1,1,-5.8703200193e-004
308,PIN3 IN3,1,-4.7090899944e-001
309,PIN4 IN4,1,-4.7031599283e-001
310,PIN5 IN5,1,-4.7070199251e-001
311,PIN2 IN2,1,-4.7230398655e-001
312,PIN26 POK,1,-4.9386501312e-001
313,PIN30 EN,1,-4.9411100149e-001
314,PIN27 FB,1,-4.9382799864e-001
315,PIN29 OTP,1,-4.9336999655e-001
316,EXPOSED_PAD,1,4.5787200332e-002
401,Vfb_pre,0,n/a 
402,Vout_pre,0,n/a 
403,Vfb_err,0,n/a 
406,Vfb Err Post Expected,0,n/a 
407,Vref_post,0,n/a 
409,Vfb_post,0,n/a 
410,Ibias_pre,0,n/a 
411,Ibias_err,0,n/a 
412,IbiasPost,0,n/a 
414,IbiasErr2,0,n/a 
415,Ilim8_pre,0,n/a 
416,Ilim_err,0,n/a 
417,Ilim8Post,0,n/a 
418,Ilim_err2,0,n/a 
420,Ilim8_sc,0,n/a 
421,IlimSCerr,0,n/a 
502,Ishdn,0,n/a 
503,Icc1425,0,n/a 
504,Icc18,0,n/a 
505,Icc36,0,n/a 
506,Ien_high,0,n/a 
507,Idrop_out,0,n/a 
508,Ien_low,0,n/a 
509,Ifb,0,n/a 
511,Ipok/r,0,n/a 
